Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32	Gene33	Gene34	Gene35	Gene36	Gene37	Gene38	Gene39	Gene40	Gene41	Gene42	Gene43	Gene44	Gene45	Gene46	Gene47	Gene48	Gene49	Gene50	Gene51	Gene52	Gene53	Gene54	Gene55	Gene56	Gene57	Gene58	Gene59	Gene60	Gene61	Gene62	Gene63	Gene64
2460	0.0509193	0.1203061	0.0425399	0.2090518	0.0389912	0.2284419	0.5618782	0.4380401	0.4400949	0.1618891	0.6846966	0.4229568	0.6077165	0.0048284	0.3930625	0.2936135	0.1202476	0.7360365	0.0050929	0.1277442	0.6907327	0.2204753	0.8780351	0.5054021	0.0835223	0.2710914	0.1314846	0.5561804	0.5869087	0.5161759	0.1450088	0.4681772	0.3205783	0.0715493	0.2634554	0.3873649	0.5534649	0.0149482	0.55878	0.0010145	0.6319523	0.0420561	0.4662817	0.6308627	0.1729518	0.251324	0.7603418	0.1779611	0.5939809	0.3973638	0.3083956	0.5165854	0.7174677	0.0060389	0.253421	0.5906567	0.1093883	0.0478084	0.0145386	0.0316433	0.0595992	0.708472	0.1456276	0.6714782
2480	0.0483571	0.1181753	0.0279851	0.1701953	0.0407299	0.3245062	0.6133237	0.2981875	0.4588812	0.1907769	0.8196265	0.4416724	0.5785401	0.0005331	0.4632292	0.2021064	0.2245087	0.6956012	0.0143402	0.0861243	0.7885449	0.186802	0.7446145	0.5497276	0.0741861	0.3716191	0.1293642	0.5208793	0.5616953	0.6608987	0.13001	0.426626	0.302546	0.0824173	0.311987	0.435625	0.4872964	0.0220803	0.4654482	0.0005827	0.677219	0.0289527	0.4154015	0.7093131	0.0794748	0.1386491	0.688536	0.2006844	0.5735317	0.5264291	0.3154415	0.4878868	0.6619806	0.0072781	0.2544346	0.6418784	0.1156559	0.0389716	0.0055553	0.0470921	0.0520126	0.6550712	0.2003702	0.621841
2500	0.035332	0.1054129	0.0227079	0.1714858	0.0131568	0.330055	0.7325603	0.4483029	0.3703094	0.1463097	0.6596273	0.428747	0.5712484	0.0013442	0.3905759	0.1441301	0.1786024	0.650512	0.0183221	0.0700941	0.6289656	0.195238	0.7392394	0.4843733	0.116213	0.2943752	0.1254285	0.5041577	0.5560016	0.4927516	0.1695403	0.3216384	0.249785	0.0700637	0.2818985	0.3060857	0.4731492	0.0065015	0.5330747	0.0024822	0.6945283	0.0288907	0.4481976	0.6672657	0.1376999	0.2830246	0.6541604	0.1567249	0.4825553	0.5753498	0.3244867	0.5475475	0.6916159	0.0031563	0.2937718	0.6439208	0.0949457	0.0695351	0.0145892	0.0216164	0.0502966	0.7292091	0.2082026	0.6434435
2520	0.0348093	0.0924557	0.0491835	0.1326096	0.0509924	0.2605513	0.6245606	0.3777948	0.402798	0.150107	0.6390214	0.3909122	0.5905175	0.0002338	0.4320037	0.1592224	0.137577	0.7127134	0.0158208	0.067924	0.6969939	0.2842057	0.8280982	0.6154485	0.0763858	0.3669163	0.1672203	0.4639405	0.4670923	0.5349274	0.1527977	0.4939945	0.3467075	0.1205803	0.3114558	0.3880085	0.5029726	0.0030493	0.4985921	0.0063807	0.6910158	0.0415524	0.4482142	0.7103477	0.0942487	0.2740096	0.7254601	0.1980424	0.5384729	0.5186765	0.3382477	0.5815927	0.8097737	0.0058054	0.2199919	0.6030329	0.0746082	0.0482968	0.0107641	0.031585	0.0688884	0.5851652	0.1742768	0.6907085
2540	0.0406158	0.0959666	0.1243323	0.2148994	0.045267	0.1917142	0.5254371	0.3014202	0.4343462	0.1773788	0.6902636	0.4052605	0.6847414	0.0007799	0.4102426	0.1965355	0.1094497	0.7033758	0.0081678	0.0630166	0.7251375	0.2460662	0.7952401	0.5881076	0.1572791	0.3171963	0.1121369	0.4577849	0.4688784	0.6050162	0.2081083	0.5015541	0.3314087	0.0553707	0.2985357	0.4260886	0.5310371	0.0118783	0.5145028	0.0017243	0.7352177	0.0243708	0.4023062	0.7377372	0.0996294	0.2372669	0.5795628	0.1458991	0.5193371	0.6248132	0.345763	0.4999041	0.6347452	0.0006459	0.325973	0.4976774	0.0634228	0.0480787	0.0224745	0.0193974	0.0562006	0.7296576	0.1909398	0.6094746
2560	0.027717	0.0677184	0.0203168	0.128856	0.0197063	0.2082351	0.6477291	0.3690827	0.4543728	0.1947538	0.6862743	0.2956809	0.5896413	0.003077	0.5416833	0.2387208	0.1804278	0.729542	0.0368152	0.0586464	0.7823916	0.2262552	0.5946996	0.5406885	0.141686	0.2262114	0.1507056	0.4664215	0.6030639	0.4852252	0.1501104	0.4418116	0.3442457	0.0725587	0.2609366	0.4312714	0.4451506	0.0297719	0.5056663	0.0006011	0.675756	0.0183845	0.3301614	0.6369114	0.0959431	0.2498652	0.6298504	0.2003117	0.4863208	0.5728645	0.3755885	0.5355325	0.8002018	0.0010125	0.3238663	0.5902797	0.0922715	0.0387555	0.0043632	0.0649069	0.0667857	0.6579502	0.1817208	0.6657552
2580	0.026964	0.0767413	0.0545795	0.1892585	0.0120708	0.2809372	0.5684253	0.3749857	0.3895537	0.1669879	0.6260691	0.4222856	0.6259577	0.0067233	0.4565258	0.228867	0.1551192	0.755039	0.0090688	0.1038694	0.8214578	0.263704	0.6416027	0.6213523	0.1132988	0.3444306	0.1874923	0.5608881	0.6003558	0.437575	0.1158538	0.4063257	0.2966394	0.07365	0.2139924	0.2373008	0.515106	0.0151187	0.4916431	0.0002197	0.6698203	0.0140709	0.3325456	0.6138217	0.1453951	0.1962521	0.5953371	0.229982	0.4458902	0.6326652	0.3501772	0.5518868	0.7656933	0.0015041	0.2547887	0.7025385	0.0649592	0.027773	0.0104736	0.0191259	0.0539889	0.7515274	0.1841814	0.6379732
2600	0.0437312	0.0866479	0.0265226	0.1637255	0.0149185	0.3121356	0.6265812	0.3809161	0.3773088	0.1821643	0.8012626	0.3756919	0.728043	0.0021061	0.3059983	0.2241352	0.1838525	0.7222901	0.0156604	0.0956316	0.7345299	0.2358666	0.6793538	0.505819	0.1490225	0.2431571	0.176191	0.5156654	0.545281	0.4958246	0.1576425	0.5102892	0.3294188	0.1125611	0.2586567	0.2849038	0.6324008	0.0057618	0.4245127	0.0006264	0.7256354	0.0483259	0.2860105	0.8111992	0.1397792	0.2057305	0.7564383	0.2287027	0.4503253	0.8317529	0.303874	0.5181791	0.8495233	0.0027438	0.2915968	0.7968942	0.1053549	0.0214063	0.0078305	0.0421263	0.0394172	0.6885663	0.1927079	0.5807669
2620	0.0271131	0.1765369	0.0847341	0.116911	0.005673	0.245103	0.7028103	0.4346917	0.5002445	0.202147	0.6292857	0.5203948	0.5923293	0.0006875	0.3808412	0.1714811	0.1635209	0.6363608	0.0101273	0.0979761	0.7085043	0.1938298	0.6111393	0.5794194	0.1085207	0.3208338	0.1349531	0.4876609	0.5134557	0.4909314	0.1408798	0.4308237	0.4403981	0.0655149	0.286629	0.2953586	0.5177805	0.0165069	0.4890455	0.000246	0.6664502	0.015124	0.3166726	0.6220264	0.2837647	0.2879372	0.7469951	0.2011357	0.4749703	0.6420011	0.2807644	0.6115065	0.8980479	0.0015747	0.3075432	0.6116003	0.0905458	0.0252721	0.0178572	0.0156168	0.0624597	0.6489008	0.2284965	0.73085
2640	0.0268492	0.1015794	0.0544269	0.1336726	0.0056708	0.2878212	0.5590609	0.4433348	0.4328031	0.2010078	0.679477	0.4928398	0.6463625	0.0020544	0.4512239	0.1467115	0.1832927	0.8253833	0.0144539	0.0630038	0.8290802	0.2105104	0.7125176	0.5370124	0.1243742	0.2569617	0.0977143	0.5043362	0.5284286	0.4932814	0.1452147	0.4592456	0.2991154	0.1006153	0.26527	0.2821604	0.5533371	0.0066584	0.4410349	0.0005274	0.7220288	0.0258376	0.3653729	0.6586725	0.1337179	0.1967885	0.7529315	0.2607704	0.5095235	0.6110713	0.3352226	0.5535786	0.785948	0.0010115	0.2528657	0.5785141	0.0765476	0.0281316	0.0107398	0.0076741	0.0379238	0.7523584	0.2437509	0.5791491
2660	0.0581606	0.0681502	0.0519387	0.2299038	0.0291121	0.2819557	0.5295028	0.3432981	0.4307963	0.1889236	0.7001868	0.5877368	0.6953411	0.002811	0.3659825	0.2550332	0.1672099	0.6816821	0.0109084	0.0884912	0.7040394	0.1874895	0.6619517	0.5270037	0.1570147	0.243046	0.0982919	0.5022609	0.5705178	0.5982696	0.1912608	0.4470276	0.3218594	0.0689844	0.3164713	0.3259337	0.5135059	0.00554	0.5619595	0.0002156	0.746182	0.034015	0.3581628	0.7126737	0.1263707	0.3145534	0.6757386	0.1983528	0.624425	0.5166824	0.3236789	0.547291	0.9017849	0.0021159	0.2885093	0.6632612	0.0531477	0.0327672	0.0110999	0.0186088	0.0645073	0.6562158	0.1894636	0.6481821
2680	0.0539181	0.0779126	0.0418181	0.2418272	0.0134111	0.2374665	0.5693718	0.3893389	0.4615097	0.1991173	0.6531279	0.4689494	0.6142092	0.013125	0.5430489	0.3093519	0.1975702	0.7581786	0.009452	0.0819236	0.7889457	0.3008893	0.6300919	0.7566562	0.1009707	0.3130597	0.1403823	0.4545871	0.5752828	0.5029335	0.0928526	0.3923411	0.2223913	0.1248608	0.2038922	0.4412166	0.5673033	0.0077867	0.4648466	0.0	0.5890028	0.0320525	0.3953468	0.7186953	0.1488609	0.2409273	0.5828535	0.2299696	0.5445662	0.6615941	0.324882	0.5943067	0.5944901	0.0023145	0.3308821	0.6140955	0.0897454	0.0274272	0.0182203	0.0170083	0.0684598	0.6541142	0.1380064	0.7274119
2700	0.0512576	0.0915065	0.0482763	0.178599	0.0291643	0.2290484	0.5649498	0.4866436	0.4292859	0.1593963	0.753581	0.3733464	0.7312172	0.0026167	0.4079366	0.1933488	0.1140614	0.8143785	0.0154402	0.0977901	0.7608844	0.2619247	0.789247	0.5887734	0.1383547	0.3101052	0.1267097	0.5184102	0.5574114	0.5313115	0.1366813	0.5053937	0.2756067	0.0813746	0.3204386	0.3329575	0.4906121	0.0110007	0.4681386	0.0001554	0.66352	0.0252518	0.4376338	0.711193	0.1494446	0.2005433	0.7286515	0.2171344	0.4216797	0.5138074	0.3121609	0.6001469	0.689589	0.0012203	0.2006893	0.5609331	0.0675177	0.0231721	0.0173864	0.0195785	0.0543459	0.6758612	0.1550905	0.6886698
2720	0.0416043	0.0814841	0.0449897	0.1674617	0.0125959	0.254933	0.674236	0.3732413	0.4123759	0.1814932	0.649236	0.5323656	0.5527757	0.002116	0.3735297	0.1528459	0.1173783	0.6301134	0.0047597	0.0897421	0.8134779	0.2331929	0.7083833	0.6387019	0.1340027	0.2840181	0.1598595	0.4713319	0.5647219	0.4296418	0.1308855	0.5108096	0.251251	0.1071011	0.2803045	0.3874864	0.3839145	0.0234204	0.4414685	0.0016743	0.6714865	0.0165676	0.3468443	0.6582338	0.1316819	0.1925866	0.6797422	0.1872408	0.4941029	0.5933241	0.3678203	0.5255954	0.7374002	0.0100654	0.3303067	0.7010912	0.0589297	0.0335476	0.0070687	0.0221841	0.0549458	0.7381483	0.1619685	0.6024327
2740	0.010084	0.0691611	0.0388475	0.1564536	0.0244074	0.3648346	0.5768546	0.3913333	0.3666511	0.2248307	0.7054764	0.3672324	0.6038359	0.0005806	0.4345781	0.192654	0.1298627	0.8123913	0.0127296	0.0800234	0.7375828	0.2096758	0.6636787	0.6376752	0.1567709	0.426165	0.1878559	0.5525434	0.6049624	0.5137357	0.2332006	0.4081329	0.2310381	0.0882801	0.2390641	0.321267	0.5005955	0.0186108	0.5421701	0.0018446	0.6699615	0.037796	0.3837074	0.6916318	0.1294546	0.2000204	0.6715024	0.199566	0.549588	0.639277	0.395205	0.6406739	0.6707774	0.015186	0.2522098	0.5801522	0.0785242	0.0453641	0.0123765	0.0215656	0.1108493	0.5669432	0.137921	0.7556785
2760	0.0135209	0.0831772	0.0856973	0.1452903	0.0255196	0.329338	0.5742234	0.3498951	0.4819248	0.1602729	0.8005544	0.4229671	0.6654015	0.0009912	0.3617797	0.2324561	0.1738815	0.6504529	0.0079814	0.0855133	0.6910281	0.1934569	0.7028992	0.6072683	0.0923257	0.2900908	0.164572	0.5510962	0.5602806	0.5284906	0.1596487	0.5000691	0.2896804	0.0641729	0.2260036	0.4089416	0.5481457	0.0094207	0.4677727	0.0	0.7551585	0.0101044	0.3774595	0.6472224	0.1505213	0.2205431	0.8530499	0.1771473	0.5717202	0.6014957	0.3142107	0.5541999	0.6719175	0.0027063	0.2481308	0.5245122	0.0885164	0.0719517	0.0095489	0.0443859	0.074781	0.6401236	0.1577501	0.6300944
2780	0.0127571	0.0877173	0.0422692	0.2574174	0.0097534	0.3529019	0.6428998	0.4310988	0.4355984	0.1758151	0.4773334	0.3689143	0.5619831	0.0022579	0.3831775	0.245236	0.1659936	0.6415811	0.0537168	0.0868795	0.6323963	0.2255455	0.8689494	0.6572243	0.0627473	0.3328067	0.1585797	0.5385408	0.5826396	0.420346	0.141388	0.5148847	0.3293856	0.0984413	0.2206201	0.3362714	0.6197912	0.0320656	0.5457649	0.0005048	0.6887992	0.0171031	0.3917981	0.7565637	0.1082263	0.2481657	0.6881542	0.152863	0.4706875	0.606504	0.3626559	0.4637747	0.668585	0.0024337	0.2466805	0.5612123	0.0710647	0.0463045	0.0057066	0.0223927	0.0987606	0.7571346	0.1401756	0.62511
2800	0.0286148	0.1209446	0.053692	0.1890318	0.0205197	0.3217656	0.6454185	0.5322336	0.4167312	0.223529	0.6885815	0.387179	0.5506509	0.0044426	0.4313275	0.2449177	0.1869154	0.6664934	0.0090265	0.0809676	0.6513853	0.2697028	0.6749384	0.5495509	0.1042595	0.2864128	0.0888854	0.5226171	0.4342006	0.4867826	0.0901357	0.5291962	0.2706446	0.0975006	0.2408419	0.4238964	0.4930818	0.0020822	0.4736005	0.0001762	0.7840529	0.036114	0.4215547	0.7402879	0.0738953	0.274655	0.8739466	0.2308966	0.4825328	0.7849117	0.2679703	0.5301274	0.7626555	0.0022822	0.226169	0.6892213	0.1035244	0.0640953	0.0343852	0.0215742	0.0672316	0.8444427	0.1654009	0.7546178
2820	0.1310562	0.3788148	0.2202009	0.3961412	0.0080849	0.2504409	0.7349316	0.4626818	0.3246645	0.1635001	0.6342955	0.5308829	0.6786234	0.0001466	0.4052681	0.1743036	0.1338657	0.5782441	0.0049623	0.0976653	0.5852054	0.2988275	0.7208587	0.3884921	0.2557705	0.25711	0.1368176	0.5701065	0.4009965	0.4687079	0.1427723	0.4944985	0.3339718	0.0588091	0.2296187	0.5085433	0.2193015	0.0170794	0.6868385	0.0033551	0.7737864	0.0261759	0.3713354	0.664085	0.1783051	0.1425316	0.7005419	0.4309967	0.5147444	0.802386	0.3281192	0.4342255	0.6919519	0.0045237	0.2273922	0.6718191	0.0892799	0.0739921	0.0086944	0.0071251	0.0946028	0.5993736	0.1670406	0.7118531
2840	0.0937673	0.5527715	0.2594043	0.5243814	0.0184681	0.280045	0.5479521	0.4556516	0.2607427	0.2005214	0.5374773	0.8307938	0.6977184	0.0008896	0.4694766	0.1967775	0.0778099	0.7390488	0.0040426	0.0834379	0.6201262	0.204472	0.650108	0.2383856	0.3270731	0.2050438	0.1594534	0.5062983	0.467688	0.4483208	0.1215762	0.3664684	0.3039352	0.0947115	0.2754292	0.3717776	0.0947463	0.0031312	0.7093592	0.0026256	0.7653127	0.0214592	0.3991713	0.723119	0.1121942	0.1514944	0.6287709	0.549957	0.6196398	0.8208325	0.367103	0.5518844	0.6412357	0.007878	0.069922	0.6915287	0.1136	0.0773249	0.0053865	0.008946	0.057711	0.6806857	0.0996022	0.6464942
2860	0.0797869	0.5464681	0.2371972	0.6181714	0.0242607	0.1376674	0.566916	0.3840536	0.2896548	0.2751655	0.7223446	0.7933876	0.5866116	0.0013326	0.3997749	0.2587479	0.0621534	0.6362937	0.0190593	0.0604799	0.4786837	0.3008121	0.7934748	0.1227947	0.3203924	0.2204955	0.0593682	0.4995083	0.3367645	0.519669	0.09181	0.3615553	0.2823417	0.045173	0.1863335	0.4315112	0.0466551	0.0031722	0.6368724	0.0004123	0.7455588	0.0127827	0.3101543	0.6630439	0.1452823	0.2116938	0.5844737	0.6829177	0.6512167	0.7012719	0.3273627	0.4420599	0.7108396	0.007591	0.0469435	0.564537	0.0939681	0.0212442	0.0093548	0.0223219	0.0728252	0.602046	0.0574275	0.7103997
2880	0.0887439	0.6181983	0.2437101	0.5786541	0.0150521	0.1176338	0.5874033	0.4823938	0.2895169	0.2051939	0.755697	0.7855081	0.5925922	0.000338	0.3703467	0.1639321	0.0698331	0.6287846	0.0152045	0.0645716	0.5732379	0.2008566	0.6503015	0.0792236	0.3523875	0.2285241	0.1078893	0.484154	0.5537697	0.4399445	0.0901037	0.4675279	0.2550594	0.0680066	0.2887564	0.3957144	0.0359721	0.0015618	0.8908817	0.0009574	0.6809495	0.0490363	0.3486985	0.6541848	0.086323	0.2701222	0.5304712	0.7675636	0.6355765	0.5338942	0.271416	0.5766661	0.7482966	0.0122092	0.0423765	0.5065744	0.0772431	0.0354296	0.011262	0.0360305	0.0596935	0.698356	0.0413494	0.6373311
2900	0.0950559	0.6618736	0.2041724	0.5500712	0.0105485	0.128664	0.6297839	0.4814619	0.3080472	0.229058	0.576997	0.7071021	0.6747214	1.73e-05	0.3694757	0.1934475	0.0945166	0.5902978	0.0122052	0.098476	0.6103306	0.2486635	0.7995794	0.116277	0.3544283	0.2093147	0.0858694	0.5067348	0.5481327	0.4821612	0.1312088	0.3496296	0.2874532	0.1260428	0.2949415	0.3750017	0.0093948	0.0137247	0.648848	0.0014555	0.7352998	0.0239685	0.460133	0.728419	0.0728069	0.2311468	0.5845571	0.7917401	0.6387145	0.5963485	0.3433985	0.4264285	0.7274621	0.0100735	0.057135	0.5178595	0.0804477	0.0173057	0.0104702	0.029113	0.0450614	0.8573284	0.0209578	0.5210508
2920	0.1806831	0.6406131	0.1888216	0.6405437	0.0179437	0.105878	0.5997569	0.5115794	0.2174947	0.2766057	0.7278992	0.8276476	0.678654	0.0006791	0.3630803	0.1762925	0.0605793	0.7133908	0.0117633	0.0585496	0.487988	0.3102031	0.7376584	0.07067	0.4589595	0.2140448	0.1207401	0.4525912	0.4868321	0.4526619	0.1005973	0.3327324	0.2942106	0.0731903	0.2805518	0.4318417	0.0146526	0.0046504	0.7587137	0.0067661	0.7044179	0.010874	0.3643369	0.7545697	0.1461472	0.4276138	0.6056542	0.6716426	0.4961744	0.7604559	0.290725	0.4917411	0.7620054	0.0015949	0.0423937	0.5475754	0.0691037	0.0137874	0.0145711	0.0469716	0.045111	0.6052315	0.023426	0.775734
2940	0.1461588	0.6727687	0.2283672	0.6471809	0.0149081	0.0496714	0.4951046	0.3696655	0.1758569	0.3332618	0.5760108	0.7404178	0.5646388	0.0023454	0.4862517	0.1965602	0.0534459	0.6286648	0.0118981	0.0467403	0.5359442	0.2466968	0.7487472	0.0384523	0.3774459	0.1979064	0.1722746	0.4203417	0.4579712	0.4968355	0.0594377	0.3223918	0.241915	0.0871049	0.2814055	0.4434506	0.0336204	0.0035202	0.7403414	0.0033375	0.7085993	0.0342736	0.3639696	0.790736	0.1088509	0.2867013	0.7168178	0.6865775	0.6348721	0.7990051	0.3169144	0.4821121	0.7268048	0.0027327	0.014033	0.4660028	0.0960686	0.0100204	0.0296311	0.0274137	0.0512854	0.5638596	0.0273894	0.6387896
2960	0.2239214	0.595317	0.1621341	0.6853181	0.0240358	0.0353489	0.490488	0.4465937	0.1922814	0.3410486	0.5328127	0.8753659	0.5274883	0.0029755	0.4945577	0.1729237	0.1076878	0.7036429	0.0085992	0.0676095	0.4685564	0.2706431	0.8790314	0.0322815	0.3873764	0.1385912	0.1200083	0.4727608	0.4066647	0.4697926	0.0816505	0.358296	0.3868263	0.08045	0.2488499	0.5843848	0.0413873	0.0110122	0.7633451	0.0012922	0.7281268	0.023908	0.3974912	0.7960531	0.1557531	0.2268895	0.7459241	0.7049818	0.5414857	0.7242766	0.2954657	0.390281	0.8020346	0.0032505	0.0382965	0.3460926	0.0553749	0.0081231	0.0143426	0.0663955	0.0558127	0.6474402	0.0351243	0.5334226
2980	0.1633698	0.6838524	0.1323162	0.6522467	0.0235114	0.0402057	0.5841138	0.3786599	0.1451314	0.3989857	0.4986926	0.680289	0.4820685	0.0022645	0.3618938	0.1563167	0.0361276	0.7267715	0.0080401	0.0877584	0.4164742	0.2016628	0.8317511	0.0148005	0.4197574	0.255122	0.0931159	0.3807423	0.3811936	0.4720103	0.0803208	0.2268042	0.4334434	0.0684053	0.2729839	0.53972	0.0505562	0.00386	0.6187753	0.009611	0.646287	0.0262903	0.3141863	0.8168308	0.1427798	0.1677799	0.591588	0.6608144	0.6328887	0.6412891	0.3587484	0.4223433	0.7673929	0.0030616	0.0205694	0.3713751	0.1066151	0.0234189	0.0270234	0.0882157	0.0865671	0.6536169	0.0171826	0.6034051
3000	0.1762551	0.7805307	0.1759643	0.6209436	0.0355557	0.0426276	0.5166965	0.4211208	0.1630181	0.361193	0.4750933	0.6789955	0.5008151	0.0006697	0.4345035	0.1827699	0.0802266	0.6750938	0.009081	0.0722091	0.4618774	0.2204372	0.5362242	0.0032589	0.3266745	0.1357189	0.1777638	0.4205206	0.3848576	0.4800741	0.1000167	0.269755	0.3362503	0.0524967	0.2299522	0.440101	0.0260288	0.0083996	0.5936704	0.0079757	0.7964662	0.0269811	0.3382695	0.7826803	0.1320456	0.1705985	0.5617004	0.6781195	0.6079958	0.6893807	0.2608545	0.4593384	0.6846712	0.0031568	0.018842	0.3827324	0.1364008	0.0314761	0.0359435	0.0705608	0.0575297	0.566155	0.0494318	0.4700901
3020	0.1883425	0.6441111	0.1204352	0.6267266	0.047615	0.0205614	0.5426354	0.4316739	0.1881449	0.3673674	0.4193125	0.6235354	0.5700714	0.0	0.3900483	0.2121832	0.0525025	0.6703565	0.011891	0.0921449	0.4868245	0.2026035	0.6245004	0.0106204	0.422002	0.1249366	0.1831702	0.4033173	0.3525185	0.4639816	0.0749467	0.2377696	0.3120633	0.037393	0.2639622	0.5337283	0.028209	0.0024094	0.6412691	0.0106886	0.812222	0.0294796	0.3641524	0.7221867	0.1379876	0.1742172	0.6540998	0.7023263	0.6084209	0.6387829	0.2710775	0.4676454	0.6828299	0.0048712	0.0398429	0.3070207	0.0683456	0.1026837	0.0759988	0.1143527	0.0231377	0.5407967	0.0519253	0.522433
3040	0.2106674	0.6966726	0.1108923	0.5812809	0.0216983	0.0383347	0.4978389	0.4182185	0.1367141	0.451959	0.5793908	0.62799	0.5558562	0.0026763	0.4311383	0.1986456	0.057596	0.6734996	0.0167249	0.1127206	0.475681	0.1362026	0.5598567	0.0059165	0.3461755	0.1920261	0.1117328	0.4244475	0.3793586	0.4809971	0.0731419	0.2290967	0.4045896	0.063741	0.2022648	0.4012907	0.0251986	0.0004829	0.7367601	0.0035884	0.6783699	0.0278758	0.3841606	0.7886108	0.1265324	0.1502258	0.5553458	0.646938	0.6808687	0.6182086	0.3524905	0.5696323	0.708625	0.002892	0.0205412	0.3592582	0.0842694	0.0886216	0.042742	0.1068339	0.0570047	0.5708941	0.0285076	0.4756458
3060	0.1242276	0.7653153	0.1061833	0.5347992	0.0194838	0.0427431	0.5495279	0.4487776	0.1901096	0.334347	0.4174746	0.6246498	0.5378058	0.0010954	0.3362689	0.2313787	0.0701484	0.6532814	0.0092761	0.0975538	0.4957001	0.2089146	0.6044701	0.0204737	0.4599351	0.1631121	0.1368528	0.3586262	0.3204788	0.4517553	0.0417252	0.2831304	0.3544114	0.0706119	0.3087947	0.5334969	0.0126802	0.0071489	0.7788145	0.0089909	0.7317672	0.0320916	0.3113122	0.8319043	0.1057282	0.0991675	0.5652943	0.6449819	0.7314112	0.5746372	0.3383067	0.5859912	0.6120426	0.0054791	0.0224091	0.3204996	0.0795321	0.0962784	0.0675198	0.1384604	0.038225	0.5733602	0.0258101	0.5644915
3080	0.1684707	0.6316824	0.0694133	0.7511645	0.0056004	0.0264266	0.6276363	0.4055573	0.123136	0.3450425	0.539578	0.5223415	0.5221341	0.0008971	0.3981171	0.1950299	0.0453474	0.6439983	0.0212869	0.0969416	0.4885044	0.157026	0.5715459	0.0097469	0.4115315	0.1546459	0.1309406	0.3747508	0.4836494	0.4658793	0.0439141	0.2892073	0.3417776	0.0806929	0.1659217	0.5699088	0.0232534	0.0036168	0.7208712	0.0031786	0.7496467	0.0255927	0.3429953	0.5611477	0.0777368	0.1379802	0.7013657	0.6835566	0.6073186	0.6492561	0.2568588	0.5144021	0.7463145	0.006346	0.01395	0.3454312	0.1191925	0.1167093	0.0908211	0.0976725	0.0843101	0.5655494	0.0455188	0.5882989
3100	0.2299942	0.7881713	0.1039344	0.6297988	0.014863	0.0508182	0.5596385	0.377068	0.1329394	0.3744757	0.5258415	0.5822349	0.5937731	0.0022737	0.4946635	0.1609672	0.0681068	0.6859463	0.0090277	0.1206443	0.5294507	0.1841639	0.5967357	0.0199056	0.3582863	0.1676127	0.157742	0.3567146	0.3809271	0.4238021	0.0881536	0.3143725	0.3136878	0.0462749	0.1341932	0.5574926	0.0170429	0.0048753	0.7999701	0.0018577	0.708681	0.0332993	0.3558807	0.6849485	0.1116336	0.2282812	0.5317313	0.6084832	0.7325541	0.6317569	0.3186051	0.4129779	0.7661235	0.0038784	0.0319569	0.349985	0.0825001	0.1001835	0.0672022	0.0876526	0.0723202	0.5781336	0.0415823	0.5148675
3120	0.2251205	0.7415725	0.1149021	0.6252762	0.015815	0.0531871	0.5900736	0.3917849	0.1224115	0.499269	0.4094613	0.7659619	0.5489489	0.0060668	0.4289578	0.2148671	0.1023199	0.7605697	0.004993	0.0959441	0.5620891	0.2444503	0.6314415	0.0222634	0.3475276	0.2419021	0.1050076	0.4801254	0.4011731	0.4103144	0.0760062	0.2060633	0.2876841	0.0651405	0.1537261	0.4974009	0.0066292	0.0072926	0.5603871	0.0006859	0.8517864	0.0547514	0.4456374	0.7181988	0.1064816	0.178682	0.5900743	0.6906935	0.6532736	0.560114	0.2830964	0.4555251	0.6877046	0.003231	0.005429	0.3655894	0.0569954	0.1345897	0.1394657	0.1116995	0.0550215	0.4271319	0.0311397	0.5760314
3140	0.2496102	0.6523051	0.1241621	0.571823	0.0287012	0.0644992	0.58571	0.3068293	0.1038954	0.4855689	0.3992128	0.6148646	0.6433553	0.0055444	0.444424	0.2255915	0.0793793	0.7599086	0.0148866	0.1065096	0.4924047	0.1843058	0.5821462	0.0121483	0.3612351	0.2027899	0.1108131	0.3703681	0.3816021	0.5938803	0.0601919	0.2951833	0.4162086	0.080594	0.1717238	0.4853937	0.0176346	0.0026149	0.6990444	0.0010001	0.6805694	0.0304698	0.4277314	0.7827373	0.1274732	0.1765561	0.5954553	0.6237483	0.7014734	0.5495844	0.373079	0.4395183	0.7593024	0.0033665	0.0153085	0.3608282	0.065422	0.1031108	0.0611096	0.2262765	0.0449965	0.5506068	0.021458	0.4673642
