Time	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9	Gene10	Gene11	Gene12	Gene13	Gene14	Gene15	Gene16	Gene17	Gene18	Gene19	Gene20	Gene21	Gene22	Gene23	Gene24	Gene25	Gene26	Gene27	Gene28	Gene29	Gene30	Gene31	Gene32
2860	0.3297251	0.1301952	0.4130149	0.2375305	0.4329931	0.6883561	0.5498648	0.5868025	0.2047465	0.6564763	0.5841922	0.6297534	0.4135952	0.8403619	0.5367981	0.2968606	0.1649668	0.0238003	0.5817595	0.1762273	0.2380531	0.2058175	0.0138115	0.1068145	0.3615227	0.2980475	0.6330358	0.4897613	0.2987275	0.655412	0.4466195	0.649973
2880	0.3023808	0.0793143	0.4537316	0.3739027	0.448113	0.6112308	0.5823687	0.628979	0.2086184	0.6608977	0.5741358	0.7363215	0.3641675	0.6919089	0.3772993	0.3314436	0.1371508	0.0258973	0.6751241	0.2181432	0.2472066	0.2025647	0.0055751	0.0868746	0.4481892	0.2647713	0.49182	0.4514062	0.34762	0.6076141	0.5551648	0.7410803
2900	0.3772382	0.092632	0.4291549	0.3682037	0.6083123	0.7901179	0.5491907	0.5250635	0.277155	0.921825	0.5985559	0.5575071	0.3684936	0.8141406	0.4535572	0.3714967	0.1599531	0.0326259	0.7930764	0.2684318	0.224409	0.2340999	0.0125003	0.0742211	0.3586873	0.3243093	0.52954	0.5043569	0.3303043	0.7784541	0.5230352	0.7587481
2920	0.3677376	0.1330696	0.41278	0.3715249	0.5642967	0.7058546	0.6399893	0.5559208	0.2653206	0.6276983	0.6058529	0.6520311	0.3839162	0.5937861	0.4951156	0.4120402	0.1934361	0.0158175	0.7717362	0.1631846	0.2395478	0.3077418	0.012818	0.0941238	0.3814377	0.3481538	0.4940634	0.4548779	0.3304418	0.8955313	0.4940192	0.6836371
2940	0.4831804	0.1167653	0.4585099	0.3964169	0.5200961	0.7486642	0.689013	0.5644665	0.238953	0.7244789	0.6159756	0.6485548	0.3009114	0.6020554	0.4498103	0.3656901	0.2372971	0.0212767	0.5994966	0.1639184	0.2876327	0.2648901	0.0017406	0.1207098	0.3286968	0.3531187	0.5207787	0.4376338	0.4018077	0.6954819	0.5805576	0.689179
2960	0.4089365	0.0906719	0.4112486	0.482575	0.5537378	0.7322712	0.780899	0.7423211	0.2102052	0.6914953	0.8124042	0.5889226	0.3530953	0.6656162	0.5058623	0.3506525	0.2274345	0.0197633	0.7209059	0.2243116	0.2917644	0.2517926	0.0124524	0.07956	0.3591504	0.3629268	0.6071896	0.3081051	0.2905914	0.6855875	0.4336727	0.7094288
2980	0.3447083	0.117052	0.3975491	0.4256007	0.5479597	0.6642944	0.5218822	0.5806054	0.2529422	0.7291484	0.7176432	0.5816183	0.3818026	0.6508945	0.5215579	0.313713	0.188979	0.0738338	0.6693069	0.2031745	0.2702419	0.3155534	0.0063456	0.148743	0.3596771	0.3642631	0.5443141	0.4367091	0.3380762	0.5717727	0.4921785	0.581658
3000	0.336716	0.092664	0.3227823	0.3936574	0.5526168	0.6555487	0.6461525	0.6269151	0.2771794	0.5908174	0.5561099	0.6235586	0.4995988	0.7489682	0.479047	0.4097183	0.2129769	0.0174876	0.6553919	0.2538252	0.2087284	0.2814601	0.0019075	0.1045815	0.4627851	0.4082379	0.6025976	0.4170071	0.2651738	0.6987052	0.643605	0.5927323
3020	0.4633886	0.1374777	0.4460406	0.4105076	0.7229035	0.5721951	0.6042956	0.4303765	0.3330663	0.6653796	0.7449322	0.7215907	0.4832418	0.6950656	0.472337	0.4215193	0.2206481	0.0558932	0.7027643	0.2599227	0.3558713	0.319828	0.0033838	0.1328698	0.4181587	0.3782131	0.6009169	0.3164634	0.2125555	0.7609529	0.6109252	0.5397419
3040	0.3533242	0.1185073	0.3999057	0.5025231	0.5997762	0.6302154	0.4341783	0.5337641	0.3775488	0.5944475	0.8124443	0.6419122	0.4106159	0.6710054	0.5780394	0.3782065	0.2237285	0.0666625	0.7287618	0.1963061	0.2848307	0.3875482	0.0112498	0.1506488	0.4220613	0.3530577	0.5125221	0.2965883	0.2290397	0.6870509	0.5783459	0.595212
3060	0.2537594	0.1296984	0.3405946	0.4773313	0.5372373	0.8195981	0.5702236	0.4756474	0.3081651	0.5967658	0.7439926	0.5558258	0.4529466	0.779299	0.5802664	0.4435524	0.208947	0.0574973	0.6252142	0.2410732	0.2360283	0.3245893	0.0137575	0.1051896	0.3625748	0.3079225	0.5862761	0.411719	0.2440481	0.71479	0.5044641	0.6601574
3080	0.2940149	0.116055	0.3076485	0.5240974	0.6380739	0.7830008	0.4740931	0.5459733	0.3761208	0.6291568	0.6389325	0.6033886	0.4155888	0.7250929	0.5810877	0.4689473	0.2615605	0.0520498	0.7423557	0.193739	0.3795657	0.4025229	0.0051354	0.1021757	0.3283968	0.3227791	0.499421	0.3034903	0.2003525	0.5927699	0.5840208	0.5937732
3100	0.3449763	0.1392689	0.3431248	0.4497702	0.5554955	0.7232661	0.6335139	0.5261518	0.3017593	0.4840739	0.6584318	0.5268848	0.460338	0.6676611	0.5741146	0.4927441	0.2550779	0.0423925	0.6609081	0.2809071	0.3514931	0.4416813	0.0061013	0.1455187	0.373721	0.310993	0.6125991	0.2680684	0.1906446	0.6375519	0.5194511	0.6708654
3120	0.4626961	0.1730318	0.329442	0.5098264	0.6665548	0.6977282	0.6408294	0.687303	0.2930762	0.5148228	0.6163306	0.6076864	0.5034049	0.5254103	0.5430634	0.3638721	0.330985	0.0377854	0.7168658	0.2475769	0.2828334	0.3913258	0.0035721	0.1383056	0.4077741	0.3309622	0.6241136	0.2780798	0.1798406	0.6646738	0.5206531	0.7174944
3140	0.2895265	0.1494412	0.2684151	0.4334595	0.5239946	0.7237705	0.5008938	0.535908	0.3483941	0.6083747	0.7576082	0.6165365	0.4323206	0.632711	0.536631	0.4407385	0.3263939	0.0245434	0.6719675	0.2428526	0.3768169	0.5046092	0.0099771	0.1586748	0.447113	0.3475342	0.6234212	0.3770141	0.210702	0.6167765	0.5802159	0.6219214
3160	0.3761835	0.2413335	0.3081954	0.4778446	0.5391213	0.8535973	0.4555763	0.5919571	0.3854627	0.5784911	0.6075113	0.5386366	0.415043	0.6883708	0.5722617	0.4374694	0.2686997	0.0427875	0.665431	0.2130681	0.2690553	0.3919792	0.0127166	0.1081084	0.4061078	0.2823695	0.6243514	0.3124514	0.1892011	0.568242	0.4539735	0.7556473
3180	0.340189	0.1793521	0.3308052	0.3803398	0.6274859	0.7133314	0.5630223	0.6136784	0.2336367	0.6781828	0.7350095	0.7286186	0.3685982	0.669044	0.4600861	0.4506996	0.2065358	0.0479622	0.664588	0.23902	0.3409856	0.3640788	0.0055014	0.1756037	0.4397215	0.4860052	0.4500535	0.3868346	0.2133052	0.5621123	0.5001242	0.717665
3200	0.4625186	0.0987247	0.276733	0.4458418	0.6465013	0.7005477	0.486391	0.6615353	0.3158221	0.6743822	0.5664372	0.5001446	0.4938773	0.7916306	0.5309616	0.4969394	0.3333768	0.0349715	0.634712	0.2757318	0.3130118	0.3370723	0.0095597	0.0759145	0.4283499	0.2889963	0.5786296	0.3113051	0.1923098	0.6986068	0.5122074	0.8280127
3220	0.4667405	0.1699403	0.2895745	0.4429796	0.7148981	0.6817339	0.5982711	0.6230487	0.2699162	0.6247962	0.7669167	0.6325946	0.4792176	0.7588993	0.6082067	0.5232035	0.2407367	0.0398074	0.7883967	0.1864873	0.3479175	0.4034249	0.0078242	0.1311743	0.4937599	0.3604056	0.4952378	0.2464866	0.2643525	0.7196551	0.5193662	0.7626161
3240	0.2759679	0.1511512	0.2702338	0.4303288	0.709279	0.6635644	0.55467	0.6157256	0.2400611	0.7112091	0.6795	0.6736677	0.4720775	0.7246587	0.6246553	0.4484252	0.2841107	0.0242717	0.6791264	0.245376	0.3505945	0.4865677	0.0032669	0.1247141	0.4565024	0.364314	0.4943028	0.2575675	0.3523782	0.6691269	0.617048	0.7068938
3260	0.2940011	0.1182031	0.3372527	0.4222277	0.758561	0.5984783	0.5956351	0.5719389	0.2930242	0.7765403	0.7348634	0.7330815	0.4498622	0.7632294	0.4490113	0.3799908	0.3127147	0.035548	0.6606164	0.2661777	0.3492988	0.3661385	0.0016598	0.0918282	0.4157619	0.3187159	0.5231625	0.3200492	0.3819251	0.712476	0.4311383	0.8052886
3280	0.3124738	0.1503302	0.3173972	0.4867572	0.6586357	0.7901793	0.6979055	0.5609178	0.2991886	0.7543793	0.7289186	0.7756843	0.4919921	0.723606	0.5996442	0.3427325	0.2945318	0.0496896	0.6416848	0.3200514	0.2779105	0.3502403	0.0017627	0.1474566	0.3739174	0.3308386	0.5222981	0.3778853	0.2603706	0.6219543	0.5109459	0.7135477
3300	0.3553588	0.1350859	0.2391822	0.4930171	0.6582256	0.7746462	0.5815375	0.5529486	0.3513935	0.5657231	0.6633513	0.6586367	0.4943136	0.7660549	0.5624144	0.4389624	0.2973221	0.03416	0.7316327	0.2466085	0.2920153	0.2863748	0.0024664	0.1066173	0.3528678	0.3018958	0.5235026	0.4031105	0.3340853	0.6259913	0.6063525	0.814728
3320	0.3314904	0.1315557	0.3331298	0.4824121	0.6599475	0.6775527	0.6729903	0.572023	0.3078996	0.6006408	0.6842423	0.7170804	0.5102556	0.878147	0.5724548	0.4168252	0.2631375	0.0765151	0.6775392	0.2974766	0.3822788	0.377347	0.0020816	0.1057493	0.4216803	0.3902105	0.5313343	0.3225175	0.3375873	0.5871024	0.3533951	0.9092071
3340	0.338705	0.091584	0.3842078	0.3780336	0.6374439	0.6206978	0.5094592	0.6321656	0.3353112	0.6839098	0.6403806	0.6308943	0.53403	0.8453286	0.6001975	0.4415588	0.3046903	0.0517285	0.5855933	0.2376399	0.2885534	0.3241567	0.0051327	0.1297485	0.4316891	0.4221312	0.5410531	0.2869121	0.2343538	0.7566758	0.4566919	0.7573991
3360	0.4769687	0.1657916	0.2798465	0.3315281	0.4131559	0.7585958	0.5976493	0.6047503	0.3029179	0.6571474	0.6056921	0.7189465	0.3608838	0.6564217	0.5021782	0.4461111	0.3600905	0.0436214	0.5950582	0.1646068	0.3367168	0.2730138	0.0110657	0.0920812	0.3272811	0.3654677	0.5682443	0.3250078	0.2167582	0.7487153	0.596312	0.6819589
3380	0.2914604	0.1265187	0.3088187	0.4700407	0.6323079	0.9217473	0.5623926	0.3256907	0.2030994	0.6530813	0.6492047	0.6931422	0.4541702	0.7700317	0.5730161	0.4036438	0.3221209	0.0291497	0.7356347	0.2590822	0.4256145	0.3220741	0.0085715	0.2201555	0.4568968	0.4449944	0.6252865	0.3163047	0.1750366	0.6484126	0.4724155	0.4421224
3400	0.3693992	0.201203	0.3259428	0.4665208	0.5572878	0.8408802	0.5698916	0.247884	0.2187074	0.4431144	0.6373336	0.6391242	0.524334	0.6756283	0.6288077	0.4738316	0.3825007	0.0175242	0.6714436	0.299598	0.4859492	0.2442329	0.0014976	0.3588231	0.4371813	0.4932537	0.4547005	0.2471969	0.175443	0.6716442	0.5780635	0.2038958
3420	0.2426382	0.1167279	0.3325272	0.3868431	0.7764732	0.7442977	0.6012039	0.1799492	0.1662052	0.4270116	0.6763519	0.8674573	0.4865433	0.6554583	0.4813958	0.3490493	0.4412829	0.0301971	0.7626326	0.2785701	0.5868191	0.192839	0.0030459	0.2869059	0.3973414	0.3736447	0.5257698	0.2243373	0.1801613	0.7339327	0.6809956	0.1655065
3440	0.3712748	0.1376722	0.2344561	0.3673733	0.667754	0.7294865	0.5421509	0.1928585	0.2414387	0.4285157	0.7681426	0.6459208	0.5702552	0.667115	0.4934458	0.3934299	0.3202975	0.0290125	0.7477174	0.2216817	0.5990449	0.1663763	0.0059652	0.3605195	0.4697208	0.3267428	0.4378205	0.1133774	0.0877735	0.7385579	0.6306399	0.062102
3460	0.3076515	0.1206122	0.2676733	0.274001	0.5344683	0.6812635	0.617635	0.1186182	0.3829772	0.3144937	0.630087	0.7665409	0.5514159	0.7284035	0.4813691	0.4758299	0.5057479	0.0156278	0.734368	0.2147287	0.6105932	0.111499	0.0107613	0.3133745	0.4429893	0.3338036	0.5107346	0.1235475	0.101678	0.6771877	0.6694607	0.0319881
3480	0.3756392	0.1472455	0.2753148	0.3691892	0.8420762	0.7029519	0.6291381	0.1406982	0.3198064	0.2947141	0.7356303	0.7498634	0.5089868	0.7038928	0.6142554	0.4755131	0.3780072	0.0279245	0.6741329	0.224177	0.4905373	0.0788683	0.0030598	0.3715418	0.4925971	0.4086439	0.4690498	0.0829383	0.0453764	0.707807	0.6060273	0.0243304
3500	0.3633766	0.1305429	0.2776005	0.46234	0.6939194	0.7227847	0.5612624	0.0868964	0.2551315	0.2540348	0.7049442	0.8275075	0.6125236	0.6586488	0.5637718	0.4541469	0.3610307	0.0267835	0.7019766	0.22303	0.5313085	0.1067212	0.0106946	0.3347385	0.3608792	0.4125115	0.4782551	0.0387585	0.0453587	0.7782703	0.8552319	0.0121752
3520	0.3035849	0.1424536	0.2134926	0.4819744	0.6935852	0.92009	0.4470297	0.0713972	0.3258355	0.2875361	0.7077488	0.7402135	0.4537189	0.9579085	0.6626565	0.4046613	0.4609681	0.0363171	0.7910317	0.2055243	0.5714288	0.1348406	0.0136563	0.2540044	0.4054632	0.4545084	0.3465225	0.028347	0.0235812	0.6965218	0.6552477	0.0088336
3540	0.2788151	0.174459	0.3441017	0.4281017	0.6972968	0.7155773	0.5948118	0.0728829	0.4844527	0.2588452	0.6362479	0.7577338	0.4982745	0.8178396	0.5740145	0.3495478	0.3890878	0.0203176	0.651859	0.282513	0.5358337	0.1615174	0.0251015	0.2536852	0.4578463	0.3524817	0.4022354	0.0563108	0.02599	0.7067764	0.6033001	0.0060607
3560	0.3185124	0.1019655	0.3354447	0.3851598	0.7884199	0.8764411	0.4501381	0.1137532	0.390478	0.2056268	0.7277819	0.7587235	0.5640207	0.780218	0.5496549	0.4759396	0.4280554	0.0168872	0.8172036	0.2123737	0.6137789	0.0740101	0.0070999	0.3048722	0.4773476	0.3254826	0.4084618	0.0229799	0.009494	0.8376024	0.5541783	0.0093595
3580	0.2811769	0.1142457	0.4531344	0.4864875	0.7999188	0.7485328	0.5232471	0.0963414	0.4701541	0.2271115	0.7361761	0.7466819	0.5015987	0.6716309	0.5164869	0.4790631	0.3931015	0.0263746	0.6700066	0.2711295	0.488428	0.1489915	0.0030692	0.2791378	0.5459075	0.4367052	0.2858953	0.0099512	0.0077471	0.7346427	0.6991568	0.0035181
3600	0.3757836	0.114995	0.2822949	0.4376315	0.5908977	0.5598987	0.4975499	0.1035258	0.4271267	0.1771446	0.6988406	0.7599152	0.6063335	0.7519275	0.6609442	0.380265	0.4745401	0.0254972	0.6362616	0.2647956	0.5178276	0.116734	0.0096468	0.2766658	0.4228349	0.3330333	0.3147476	0.007577	0.0033231	0.7431811	0.676996	0.0076419
3620	0.3130598	0.1529868	0.3015428	0.6145937	0.54731	0.6949247	0.3881207	0.0936139	0.5085752	0.1528109	0.7061896	0.7561339	0.536259	0.7207747	0.5375031	0.5140613	0.38008	0.0349363	0.686281	0.3548617	0.5589262	0.1078287	0.0059694	0.390627	0.3714708	0.4907555	0.2724282	0.0198373	0.0110375	0.5730549	0.8656079	0.0164686
3640	0.344513	0.1494937	0.4267986	0.4619712	0.7059471	0.7377558	0.4853898	0.0895736	0.5082746	0.2187865	0.676258	0.6762665	0.5859626	0.8293065	0.6501928	0.4357363	0.3563543	0.027834	0.6181122	0.2854071	0.5184873	0.1919863	0.0200884	0.3194812	0.3929826	0.4570047	0.2252194	0.0097706	0.0032129	0.7277833	0.6787904	0.0013909
3660	0.3358313	0.1440654	0.37222	0.5018392	0.6253543	0.6535018	0.4905993	0.0675714	0.422134	0.1497064	0.6884274	0.7272634	0.6005999	0.6501287	0.5894556	0.2838011	0.4355915	0.0363739	0.6648348	0.1978767	0.4447269	0.1194206	0.0144018	0.2312632	0.4409899	0.4920116	0.2477643	0.0160615	0.0006046	0.7130544	0.6396546	0.0004535
3680	0.2974677	0.1298334	0.3946025	0.3667577	0.6599064	0.7495804	0.5834408	0.154665	0.3442653	0.1497075	0.657925	0.7572424	0.6157576	0.664385	0.5641161	0.4174529	0.4297616	0.0484314	0.6908506	0.2107827	0.4995056	0.097979	0.0165704	0.3484919	0.5229728	0.4979893	0.2375958	0.0246035	0.0069396	0.8205171	0.7827463	0.0
3700	0.2886811	0.1368443	0.3334789	0.4404415	0.6987398	0.8091128	0.4939467	0.0996815	0.3969254	0.1203539	0.6414936	0.610218	0.613648	0.7992708	0.4477116	0.4466127	0.4278482	0.0547778	0.6241864	0.253764	0.4716713	0.0829064	0.003667	0.2698124	0.562897	0.3745457	0.2558647	0.0237276	0.0010875	0.7570082	0.7863964	0.0031361
3720	0.3002125	0.1574107	0.3677603	0.4121428	0.7021075	0.6623394	0.4507483	0.0878854	0.396956	0.191285	0.6308829	0.78522	0.6067978	0.6429543	0.6215592	0.4577887	0.3787854	0.0436546	0.7008929	0.3024133	0.5198211	0.1087505	0.0111114	0.4112929	0.4546649	0.4712472	0.2941486	0.0234415	0.0024934	0.7588437	0.795422	0.0005739
3740	0.2702731	0.1611654	0.2803729	0.4388155	0.7050085	0.7072376	0.5374831	0.1266079	0.409782	0.1139026	0.6767284	0.7500616	0.5551843	0.6426324	0.5172704	0.4060866	0.3962474	0.0388808	0.6447488	0.2590054	0.4641325	0.1076188	0.0065639	0.3842996	0.4022855	0.4705239	0.279291	0.0437497	0.0006225	0.8271282	0.8614228	0.0002791
3760	0.3714074	0.1369693	0.3592423	0.5074367	0.6274937	0.7568138	0.5282191	0.0790211	0.3439535	0.0893446	0.7483708	0.7197449	0.5590105	0.7093772	0.5178051	0.4347347	0.4229834	0.0690791	0.6596317	0.2798516	0.6394714	0.0928299	0.0092216	0.2867513	0.42291	0.4646803	0.3513186	0.0118953	0.0001597	0.6485301	0.7549674	0.004683
3780	0.3811372	0.1828475	0.3628269	0.4310865	0.6751233	0.7197771	0.5227856	0.0795473	0.5166031	0.1357879	0.7764164	0.7050135	0.6519657	0.7764122	0.507639	0.4333858	0.368579	0.0244362	0.7120503	0.2885896	0.5598452	0.1100225	0.0025882	0.3024169	0.5457296	0.4091046	0.337771	0.0141469	0.0001332	0.6122941	0.7369976	0.0047909
3800	0.4066037	0.1058731	0.270873	0.4365672	0.7211291	0.7684278	0.5901185	0.0924775	0.4339404	0.1372622	0.6903066	0.6911747	0.5605432	0.8107246	0.4976822	0.3984399	0.3906739	0.0295367	0.649921	0.1993221	0.4590961	0.1355416	0.0015017	0.3055699	0.5195563	0.3722227	0.3005877	0.0276226	0.000735	0.744182	0.7370682	0.0013297
3820	0.3344939	0.1749822	0.3704057	0.3766672	0.7394925	0.6809302	0.5171292	0.0717149	0.5464752	0.1243313	0.7610959	0.7191923	0.6002825	0.5881686	0.5272706	0.459101	0.317061	0.0139393	0.6827938	0.1584932	0.4922216	0.1192225	0.0099792	0.3016182	0.4756395	0.3696323	0.2342681	0.0121204	0.0003492	0.5882315	0.852841	0.0020524
3840	0.43076	0.147801	0.3367246	0.4758463	0.7535282	0.6495383	0.4968073	0.078142	0.3770085	0.1351805	0.7709219	0.6984767	0.6960145	0.598147	0.5355393	0.4286712	0.3381642	0.0208388	0.6967947	0.1864289	0.4611235	0.095257	0.011954	0.3701195	0.5060744	0.4029048	0.3025082	0.0082482	0.0001437	0.6179411	0.7948029	0.0013997
3860	0.3260186	0.144537	0.3213021	0.5224348	0.6038998	0.7774655	0.4474615	0.083989	0.4432283	0.1505098	0.7502306	0.6239593	0.5922327	0.6624424	0.5558948	0.4639753	0.3805665	0.0301606	0.6422441	0.1626134	0.5615519	0.1054783	0.003408	0.2659952	0.4355516	0.4521835	0.2434637	0.0365081	0.0014674	0.7304479	0.859759	0.0007891
3880	0.3032974	0.1387226	0.2603825	0.4811536	0.606749	0.7392351	0.5765744	0.0836907	0.4541044	0.1499892	0.7231389	0.6554678	0.5586736	0.6949709	0.4909151	0.497239	0.4386278	0.0226129	0.6872526	0.2585635	0.564677	0.10342	0.0014483	0.2656208	0.5517624	0.519028	0.250802	0.0160858	0.0055547	0.6625288	0.6720049	0.0006805
3900	0.3489804	0.1437318	0.3210715	0.5472169	0.6021447	0.7173971	0.5053844	0.0617121	0.470457	0.1211667	0.7865005	0.8049842	0.6091499	0.5425169	0.5629827	0.4361117	0.3746699	0.029639	0.6583898	0.2518298	0.580969	0.0937195	0.0047947	0.2870619	0.4791703	0.4408174	0.3044041	0.0228408	0.0081955	0.5589492	0.8539746	0.0003226
3920	0.3582955	0.1443559	0.3929962	0.4553836	0.5519921	0.752088	0.5178937	0.0923151	0.3948657	0.1606048	0.764156	0.6766956	0.694924	0.7711937	0.5482077	0.4980037	0.3619399	0.0298481	0.7335865	0.2800684	0.6095962	0.1222386	0.0116114	0.3313066	0.3486643	0.4771157	0.2732637	0.014652	0.0088572	0.7905201	0.6980019	0.0040513
3940	0.4531736	0.1862689	0.4392822	0.4546956	0.6199283	0.6533608	0.6244618	0.3870556	0.5196454	0.1849764	0.8075675	0.6993541	0.4959623	0.5057452	0.6085497	0.4650497	0.354179	0.0399605	0.6436401	0.1854435	0.3732609	0.1341999	0.0101276	0.1443721	0.533182	0.4252165	0.2876576	0.0193091	0.0093967	0.5230854	0.7303523	0.2329438
3960	0.3280907	0.180799	0.3771087	0.5121716	0.6779212	0.7460433	0.5281949	0.3545366	0.5480951	0.2056296	0.7636133	0.7562968	0.4953729	0.6515774	0.6241148	0.4564928	0.3402653	0.0252493	0.7007919	0.2352625	0.4827171	0.2088074	0.0033816	0.1155138	0.4461161	0.5232553	0.2445325	0.0067539	0.0057319	0.44763	0.835407	0.4762462
3980	0.3203338	0.1809253	0.2818395	0.4291592	0.5706286	0.736432	0.5864428	0.4318101	0.4384754	0.2360846	0.6363108	0.6027511	0.4543433	0.7605139	0.6423451	0.4291553	0.2960459	0.0164711	0.758404	0.2295229	0.3866072	0.2244402	0.0068459	0.092078	0.3526888	0.4705036	0.3123121	0.0215149	0.0085641	0.4573464	0.723593	0.5218123
4000	0.3775947	0.163261	0.2743743	0.4984081	0.556686	0.6331399	0.5665301	0.5342508	0.4968089	0.3425568	0.7250271	0.5869152	0.4947642	0.7048917	0.6011742	0.3479233	0.2803736	0.0193215	0.7213483	0.2147645	0.3124143	0.2093495	0.0132266	0.0989009	0.393354	0.3558818	0.407296	0.0281785	0.0122161	0.5616016	0.6748321	0.6713567
4020	0.4686604	0.1160613	0.2479547	0.4124298	0.5141401	0.7792533	0.5679425	0.5735788	0.4086243	0.4460423	0.7496086	0.5506211	0.5308135	0.7085761	0.5575636	0.4162	0.2825712	0.0395291	0.7602617	0.2205152	0.2877946	0.2888203	0.0052064	0.1037481	0.3993317	0.6345149	0.4655809	0.0569327	0.0392848	0.595044	0.7643035	0.6111219
4040	0.3595639	0.1360758	0.3236648	0.5474796	0.4539033	0.6221441	0.5658207	0.6315399	0.4034904	0.5106891	0.7496986	0.6115626	0.4655447	0.7546007	0.6188427	0.3682637	0.2546718	0.0488241	0.7137252	0.1483968	0.2945721	0.300996	0.0006248	0.0671046	0.5175705	0.3688986	0.4603835	0.1058063	0.0807688	0.6891456	0.6211608	0.682385
4060	0.3610544	0.1386083	0.3885485	0.5175662	0.4518228	0.7158772	0.5314869	0.6644871	0.418208	0.5804733	0.8230483	0.6394289	0.4511951	0.6739527	0.5093012	0.3430876	0.3467368	0.0209647	0.8293736	0.1962452	0.2586045	0.2813849	0.0019025	0.0811407	0.4720776	0.3452715	0.5378044	0.187759	0.0619129	0.7202251	0.6292968	0.7539291
4080	0.2826172	0.1219335	0.4984967	0.4595879	0.433544	0.8284881	0.5445396	0.6952375	0.296833	0.6099498	0.8599978	0.6875716	0.3672597	0.7510736	0.5248359	0.3313049	0.2636547	0.044455	0.8080941	0.1617909	0.3275237	0.2933926	0.0065133	0.1543601	0.4177643	0.3718166	0.4414759	0.2310266	0.0872582	0.7224522	0.5098107	0.7469695
4100	0.3825982	0.0949047	0.3423729	0.4881865	0.5877461	0.9355991	0.6562115	0.6326612	0.2197949	0.8825354	0.827748	0.5319029	0.3226211	0.5673364	0.4553951	0.3484422	0.1626932	0.0553749	0.6053071	0.2057687	0.36165	0.3403721	0.0163345	0.117426	0.4727384	0.3505084	0.4808014	0.2576142	0.2112879	0.7156846	0.5250619	0.6906921
4120	0.3592746	0.108698	0.3961956	0.5257305	0.5384509	0.8797229	0.5936728	0.6044696	0.2189884	0.578694	0.6648363	0.6283254	0.3674081	0.5219679	0.508147	0.3890629	0.2279174	0.0547703	0.7248172	0.213096	0.3115849	0.2849074	0.0349247	0.136739	0.4547957	0.2953822	0.6125721	0.2646304	0.1911175	0.6324978	0.4740388	0.6958319
4140	0.3577415	0.1105529	0.4305067	0.3786618	0.6060969	0.711625	0.5782472	0.5722439	0.3397567	0.5584371	0.7799305	0.541889	0.5583519	0.7649888	0.5238266	0.3960537	0.2550872	0.0397602	0.7084092	0.2657522	0.3273728	0.2954536	0.0039671	0.1623009	0.4217581	0.3721231	0.6054087	0.2742826	0.1737564	0.650836	0.4466328	0.6882754
4160	0.3293033	0.1662488	0.3277891	0.3908819	0.5918914	0.7745393	0.5739412	0.6058771	0.2082289	0.690609	0.805673	0.5951072	0.3149703	0.6152889	0.642247	0.4758207	0.2771745	0.0338492	0.6808976	0.2308952	0.3635493	0.3764867	0.0115559	0.1191309	0.3501011	0.356801	0.4985307	0.3535524	0.2684883	0.6978655	0.5826298	0.7115939
4180	0.4676109	0.1458619	0.3054306	0.3933469	0.5650583	0.8622936	0.5825631	0.5286263	0.3491697	0.6297913	0.7378785	0.6372826	0.3195839	0.7945061	0.6894106	0.4814107	0.2906476	0.0240989	0.6329185	0.2557742	0.311922	0.3842031	0.0251823	0.242332	0.3493542	0.4412017	0.4380863	0.3354382	0.1761282	0.6530072	0.4625519	0.8293072
4200	0.3948795	0.1152284	0.3365628	0.4225922	0.5649886	0.7465366	0.4839344	0.6315736	0.327328	0.775147	0.6741625	0.7130695	0.3650795	0.770745	0.5415645	0.5286558	0.3442363	0.0272807	0.8034279	0.2536841	0.3986751	0.3893816	0.0156924	0.1476774	0.4710517	0.4053549	0.6040305	0.2865084	0.2133792	0.6499396	0.5319772	0.9510547
4220	0.3939199	0.121663	0.2705156	0.4662781	0.5801794	0.732005	0.5931607	0.6038517	0.3326289	0.5469635	0.6954083	0.7307173	0.3755966	0.5921587	0.5710387	0.3765435	0.2035424	0.0203244	0.8097226	0.2843905	0.3769499	0.3515237	0.0101587	0.1119499	0.3186601	0.3947524	0.4903363	0.297687	0.1725537	0.7416289	0.4509904	0.7367064
4240	0.4186196	0.1231785	0.4129578	0.4358486	0.6805011	0.7827788	0.6159369	0.6043393	0.260541	0.6892656	0.6212119	0.639296	0.4433884	0.8374548	0.5841957	0.3883974	0.2574438	0.0284871	0.638521	0.2265409	0.2694439	0.4018422	0.0077065	0.0769207	0.3751347	0.3197475	0.4553843	0.2884701	0.3214002	0.8001227	0.5246091	0.8524159
4260	0.3532915	0.1390613	0.3671908	0.4225255	0.6406749	0.6926887	0.6205409	0.7060315	0.1682681	0.6332878	0.7996907	0.6793447	0.4382003	0.7290392	0.493427	0.3846408	0.2510622	0.0269724	0.7161231	0.1773686	0.3031363	0.3608366	0.01038	0.06512	0.4319513	0.3059205	0.4540983	0.3122392	0.3183498	0.6809998	0.4415137	0.8287046
4280	0.2728959	0.1416954	0.4445977	0.432261	0.6447909	0.6586742	0.6558612	0.6328823	0.2628001	0.8133664	0.8237673	0.5959411	0.4382427	0.7505174	0.5382724	0.3358049	0.2655867	0.0222309	0.7527475	0.2676714	0.2392568	0.2760238	0.0090677	0.1040096	0.3984697	0.3408368	0.5689216	0.3567992	0.2720002	0.728011	0.5009615	0.7087831
